"Title","Original Author","Type","Uniform Title","Translation Title","Full Translation Title","Series/Journal","Publication Year","Place of Publication","Publisher","Pagination","Princeton Call Number","URL","Edition","Notes","Translator","Original Language","ISBN","Translation Language","Genre","Century","Additional Information"
"Consejos de un aristócrata bizantino","Kekaumenos","Book","","Consejos de un aristócrata bizantino","Consejos de un aristócrata bizantino","Biblioteca temática 8234","2000","[Madrid]","Alianza Editorial","157 p.","","http://www.ancientwisdoms.ac.uk/folioscope/greekLit%3Atlg3017.Syno298.sawsEsp01","","","Signes Codoñer, Juan","Greek","9788420635941","Spanish","Military|Literature","11th",""
"La Virginidad ","Gregory, of Nyssa, Saint, ca. 335-ca. 394","Book","De virginitate","La Virginidad ","La Virginidad : introducción, traducción, notas e índices de Lucas F. Mateo-Seco","Biblioteca de patrística 49","2000","Madrid","Ciudad Nueva ;","181","","","","Translation of: De virginitate. Includes bibliographical references and indexes.
","Mateo-Seco, Lucas F.","Greek","8489651779","Spanish","Theology","4th",""
"Antioch as a centre of Hellenic culture as observed by Libanius","Libanius","Book","","Antioch as a centre of Hellenic culture as observed by Libanius","Antioch as a centre of Hellenic culture as observed by Libanius","Translated texts for historians 34","2000","Liverpool","Liverpool University Press;","xxii, 198","","","","translated with introduction by A.F. Norman. Liverpool University Press. Includes bibliographical references (p. [ix]-xxii) and index. Translated from the Greek.
","Norman, A. F.","Greek","853235953","English","History","4th",""
"Athanasius of Alexandria, life of St. Anthony of Egypt ","Athanasius, Saint, Patriarch of Alexandria, d. 373|Anthony, of Egypt, Saint, ca. 250-355 or 6","Book","","Athanasius of Alexandria, life of St. Anthony of Egypt ","Athanasius of Alexandria, life of St. Anthony of Egypt IN: Medieval hagiography : an anthology, 1-30","","2000","New York","Garland Pub.","xlix, 834","","","","26 cm.; Introduction / Thomas Head -- Athanasius of Alexandria, life of St. Anthony of Egypt / Translated by David Brakke -- Victricius of Rouen, in praise of the saints / Translated by Philippe Buc -- Mark the Deacon, life of St. Porphyry of Gaza / Translated by Claudia Rapp -- Constantine the great, the empress Helena, and the relics of the Holy Cross / Edited and translated by E. Gordon Whatley -- Life of the Holy VIrgin Samthann / Translated by Dorothy Africa -- Jonas of Bobbio, the abbots of Bobbio from the life of St. Columbanus / Translated by Ian Wood -- Dado fo Rouen, life of St. Eligius of Noyon / Translated by Jo Ann McNamara -- Bede, martyrology / Translated by Felice Lifshitz -- Einhard, translation of the relics of Sts. Marcellinus and Peter / Originally translated by Barrett Wendell and edited by David Appleby -- Raguel, martyrdom of St. Pelagius / Translated by Jeffrey A. Bowman Hrotsvit of Gandersheim, the establishment of the monastery of Gandersheim / Originally translated by Mary Bernadine Bregman and edited by Thomas Head -- Odilo of Gluny, epitaph of the August Lady, Adelheid / Translated by David A. Warner -- The cult of relics in the eleventh century / Edited and translated by Thomas Head -- Peter Damian, life of St. Romuald of Ravenna / Translated by Henrietta Leyser -- Life of St. Alexis / Translated by Nancy Vine Durling -- The miracles of St. Ursmer on his journey through Flanders / Translated by Geoffrey Koziol -- Drogo of Sint-Winoksbergen, life of St. Godelieve / Translated by Bruce L. Venarde -- Hartvic, life of king Stphen of Hungary / Translated by Nora Berend -- Guibert of Nogent, on saints of their relics / Translated by Thomas Head -- A tale of doomsday colum cille should have left untold / Originally translated by Paul Grosjean and edited by Dorothy Africa Life of the dear friends Amicus and Amelius / Translated by Matthew Kuefler -- The book of Ely / Translated by Jennifer Paxton -- The tract of the conversions of pons of Leras and the true account of the beginning of the monastery at Silvanes / Translated by Beverly Mayne Kienzle -- Thomas of Monmouth, life and passion of St. William of Norwich / Originally translated by Augustus Jessopp and Montague Rhodes James, and edited by John M. McCulloh -- The Jewish martyrs of Blois / Edited and translated by Sherry Reames -- Saga of Bishop Jon of Holar / Translated by Margaret Cormack -- Gautier de Coincy, miracles of the Virgin Mary / Translated by Renate Blumenfeld-Kosinski -- The cult of Mary Magdalen in late medieval France / Edited and translated by Raymond Clemens -- The lives of St. margaret of Antioch in late medieval England / Edited and translated by Wendy R. Larson The middle-English version of Jacques de Vitry's life of St. Marie D'Oignies / Translated by Sarah McNamer -- Peter of the Morrone (Pope Celestine V), autobiography / Translated by George Ferzoco -- The life of St. David set down by an anchorite and Llanddewibrefi / Translated by Elissa R. Henken -- The old Czech life of St. Catherine of Alexandria / Translated by Alfred Thomas -- The canonization process for St. Vincent Ferrer / Translated by Laura A. Smoller -- The Mission of Joan of Arc / Edited and translated by Nadia Margolis; Includes bibliographical references.; edited by Thomas Head.
","Brakke, David","Greek","815321236 | 9780815321231","English","Saints lives","4th",""
"Basil I and the Jews","Christopher, protasecretis","Journal Article","","Basil I and the Jews","Basil I and the Jews : two poems of the ninth century","Medioevo greco ""0,"" 69-94","2000","","","","","","","","Ciccolella, Federica","Greek","","English","Poems|Jews","9th",""
"Byzantine monastic foundation documents ","","Edited Book","","Byzantine monastic foundation documents ","Byzantine monastic foundation documents : a complete translation of the surviving founders' typika and testaments","Dumbarton Oaks studies 35","2000","Washington, D.C.","Dumbarton Oaks Research Library and Collection","5 v.","","","","Edited by John Thomas and Angela Constantinides Hero ; with the assistance of Giles Constable ; translated by Robert Allison ... [et al.] ; with an administrative commentary by John Thomas. Dumbarton Oaks Research Library and Collection. Thomas, John Philip. Hero, Angela Constantinides, Constable, Giles.
","Thomas, John Philip|Hero, Angela Constantinides|Constable, Giles","Greek","884022323","English","Monasticism|Liturgy","7th|8th|9th|10th|11th|12th|13th|14th|15th",""
"Cyril of Alexandria translated by Norman Russell","Cyril, Saint, Patriarch of Alexandria, ca. 370-444","Book","","Cyril of Alexandria translated by Norman Russell","Cyril of Alexandria translated by Norman Russell","The early church fathers","2000","London ; New York","Routledge","x, 272","","","","Includes bibliographical references (p. 242-254) and indexes.
","Russell, Norman","Greek","415182506 | 415182514","English","Theology","4th|5th",""
"Cyril of Jerusalem","Cyril, Saint, Bishop of Jerusalem, ca. 315-386","Book","","Cyril of Jerusalem","Cyril of Jerusalem","Early church fathers","2000","New York","Routledge","xii, 221","","","","Includes bibliographical references (p. 206-208) and index.
","Yarnold, Edward","Greek","415199034 | 415199042","English","Theology","4th",""
"Life ","Marcus, Diaconus|Porphyry, Bishop of Gaza, Saint, ca. 347-420","Edited Book","Vita Porphyrii","Life ","Life IN: Medieval Hagiography : an anthology, 53-75","","2000","New York","Garland","","","","","","Rapp, Claudia","Greek","","English","Saints lives","5th",""
"Neoplatonic saints ","Porphyry, ca. 234-ca. 305|Marinus, 5th cent.","Book","","Neoplatonic saints ","Neoplatonic saints : the lives of Plotinus and Proclus by their students","Translated texts for historians 35","2000","Liverpool","Liverpool University Press;","150","","","","translated with a commentary by Mark Edwards. Liverpool University Press. Translations of Porphyry's Life of Plotinus and Proclus. Includes bibliographical references (p. [121]-142) and index. Translated from the Ancient Greek.
","Edwards, M. J.","Greek","853236151","English","Philosophy","3rd|5th",""
"On Aristotle Categories 9-15 ","Simplicius, of Cilicia","Book","Commentarius in Aristot. Categoriae","On Aristotle Categories 9-15 ","On Aristotle Categories 9-15 : translated by Richard Gaskin","Ancient commentators on Aristotle","2000","London Ithaca, N.Y.","Duckworth ; Cornell University Press","280","","","","Includes bibliographical references (p. [189]-245) and indexes.
","Gaskin, Richard","Greek","071562900X","English","Philosophy","6th",""
"On Aristotle On the soul 3.1-5 ","Simplicius, of Cilicia","Book","Simplicii in libros Aristotelis De anima commentari","On Aristotle On the soul 3.1-5 ","On Aristotle On the soul 3.1-5 : translated by H. Blumenthal","Ancient commentators on Aristotle","2000","London","Duckworth","viii, 188","","","","Series statement on jacket. Includes index. Translated from the Ancient Greek.
","Blumenthal, H. J.","Greek","715628968","English","Philosophy","6th",""
"On Aristotle On the soul 3.9-13, attributed to 'Philoponus' ","Philoponus, John, 6th cent.|Stephanus","Book","","On Aristotle On the soul 3.9-13, attributed to 'Philoponus' ","On Aristotle On the soul 3.9-13, attributed to 'Philoponus' : With On Aristotle On interpretation [by] Stephanus, translated by William Charlton","Ancient commentators on Aristotle","2000","London","Duckworth","239","","","","Includes bibliographical references and indexes.
","Charlton, William","Greek","715628984","English","Philosophy","6th",""
"Philoponus' on Aristotle On the soul 3.1-8 ","Philoponus, John, 6th cent.","Book","","Philoponus' on Aristotle On the soul 3.1-8 ","Philoponus' on Aristotle On the soul 3.1-8 : translated by William Charlton","Ancient commentators on Aristotle","2000","London","Duckworth","211","","","","Includes bibliographical references (p. [153]-166) and indexes.
","Charlton, William","Greek","715628976","English","Philosophy","6th",""
"Selected charters of Serbian rulers (XII-XV century) relating to the territory of Kosovo and Metohia edited and translated by T. Živković, S. Bojanin, V ","","Edited Book","","Selected charters of Serbian rulers (XII-XV century) relating to the territory of Kosovo and Metohia edited and translated by T. Živković, S. Bojanin, V ","Selected charters of Serbian rulers (XII-XV century) relating to the territory of Kosovo and Metohia edited and translated by T. Živković, S. Bojanin, V : Petrović","Serbian sources","2000","Athens","Centre for Studies of Byzantine Civilization","v.","","","","Errata tipped in pt. 1. Includes bibliographical references and index.
","Živković, Tibor|Bojanin S.|Petrović V.","Serbian","8683303012 | 9788683303014","English","History|Serbia","12th|13th|14th|15th",""
"The capture of Thessaloniki","Iōannēs, Kameniatēs","Book","","The capture of Thessaloniki","The capture of Thessaloniki","Byzantina Australiensia 12","2000","Canberra, Australia","Australian Association for Byzantine Studies","liii, 189","","","","John Kaminiates ; translation, introduction and notes by David Frendo and Athanasios Fotiou ; with Gertrud Böhlig's ed. of the Greek text. Perth. Text in Greek and English with introduction and notes in English. Includes bibliography (abbreviations) and index.
","Frendo, David|Fotiou, Athanasios|Böhlig, Gertrud","Greek","1876503009","English","History|Thessaloniki","10th",""
"The chronicle of pseudo-Joshua the Stylite","Joshua, the Stylite","Book","","The chronicle of pseudo-Joshua the Stylite","The chronicle of pseudo-Joshua the Stylite","Translated texts for historians 32","2000","Liverpool","Liverpool University Press;","lv, 170 [6] of plates","","","","translated with notes and introduction by Frank R. Trombley and John W. Watt. Liverpool University Press. Includes bibliographical references (p. [121]-136) and indexes. Translated from the Syriac.
","Watt, J. W.|Trombley, Frank R.","Syriac","853235856","English","History","5th|6th",""
"The land legislation of the Macedonian emperors","","Book","","The land legislation of the Macedonian emperors","The land legislation of the Macedonian emperors","Mediaeval sources in translation","2000","Toronto, Ont., Canada","Pontifical Institute of Mediaeval Studies","xii, 146","","","","translation and commentary by Eric McGeer. Pontifical Institute of Mediaeval Studies
","McGeer, Eric","Greek","888442882","English","Law","9th|10th",""
"The life of Lazaros of Mt. Galesion ","Gregory, the Cellarer|Lazaros Galesiotes","Book","","The life of Lazaros of Mt. Galesion ","The life of Lazaros of Mt. Galesion : an eleventh-century pillar saint","Byzantine saints' lives in translation 3 ","2000","Washington, D.C.","Dumbarton Oaks Research Library and Collection","xix, 422","","","","","Greenfield, Richard P.H.","Greek","884022722 | 9780884022725","English","Saints lives","11th",""
"The private orations of Themistius","Themistius","Book","Orationes","The private orations of Themistius : translated, annotated, and introduced by Robert J. Penella","The private orations of Themistius : translated, annotated, and introduced by Robert J. Penella","The transformation of the classical heritage 29","2000","Berkeley","University of California Press","xiii, 258","","","","Includes bibliographical references (p. 243-254) and index.
","Penella, Robert J.","Greek","520218213","English","Speeches","4th",""
"The Synaxarion of the monastery of the Theotokos Evergetis ","Theokotos Evergetis","Book","","The Synaxarion of the monastery of the Theotokos Evergetis ","The Synaxarion of the monastery of the Theotokos Evergetis : text and translation by Robert H. Jordan","Belfast Byzantine texts and translations, 6.5-6.6","2000","Belfast","Belfast Byzantine Enterprises the Institute of Byzantine Studies the Queen's University of Belfast","v.","","","","Includes bibliographical references and index. Greek and English on facing pages; supporting materials in English.
","Jordan, Robert H.","Greek","853897859 | 853897867","English","Monasticism","12th",""
